reviewId,content,sentimentScore
8ff9c32d-3272-4240-86a2-ea0d0232f035,I LOVE THIS APP :red_heart:,5
d4f1c674-8c78-4268-a95c-a8ea3d115603,"This is the best app to actually be organised and disciplined, I used to procrastinate and this app helps me overcome that:sparkles:",5
ef8c8851-756a-4c63-baca-052f81e132ba,Absolutely love this it has helped me to be more organised and I am in love with this app it is one of the best apps I have,5
f2540674-f397-42d1-bda6-7fde1d42d5a1,helped me a lot,5
6ead288b-b009-4185-81be-4af4759ddff3,It is very usefully,5
c7290016-85b4-4215-87bc-7eea4639d826,Unpaid features are also amazing:thumbs_up::smiling_face_with_heart-eyes::star-struck:,5
ad3755dc-f387-4826-8f27-e5eaee85af05,"Amazing App! Really helps me set out my daily routines, and helps me to get better sleep, improve my understanding of emotions, and remind me of important tasks. My only fault is that the sleep meditations play on loop, so I was very nearly asleep at the end of the meditation, but then had to get up and turn it off, which disturbed me from sleeping. Please change this. Thank you!!!",5
d2e983ef-4c64-4052-b704-29837ee09cfc,"This app is engaging enough to keep me using it, at least for now. I can set multiple reminders with details. It's simple and works as described.",5
53473fdb-44d8-4294-8d43-8194cde1dbc6,"very good so far! I love the coding of this app, very good quality. and the fact that it's not just available on iOS is amazing.",5
7b857ddd-7352-4727-910f-567b2c69f51f,"love this app, helps keep myself accountable and on track with my household!",5
371ffd5d-7720-420d-9a8f-749034ecf18a,the best app it keeps in schedule,5
35670824-f14d-450f-ac1a-5e38ab2cc0d4,É muito interactivo.,5
8d85906b-611c-4df6-a854-51d4b1f29d30,so nice app I like it :red_heart:,5
6729ae52-0735-4992-8f4b-0060394993e1,THIS APPS IS SO USEFUL THANK YOUU:fire::fire::fire:,5
044b1342-1ca3-47b6-9dec-abb931faa13f,Loved this app,5
24083dd8-d492-4af3-99a1-fc1b4fef5d91,amazing app:heart_hands_medium_skin_tone:,5
c6fc6feb-a208-4b32-a5c1-f7fdcd2a9bd5,this app is very helpful and useful if you are trying to get better,5
3ca1f735-ee9f-4927-b87f-f92e12d50054,I really like this,5
1189f105-0dd0-4b7f-bf4c-9a2814c75983,Superb,5
253a5e82-6ea6-4ca6-b6a0-40a61b45f75d,it's just beautiful,5
8df64815-63e7-40c2-bb30-4180eeacb9fa,I already do this automatically.,5
b5f9440c-a9a7-4858-b39c-6f964f60fe70,Great articles and motivation,5
762d6180-405b-468d-92c4-f65fe1875a27,great for commitment,5
bb243dd3-a69e-4906-a48b-83ac3ca16d68,definitely the best routine planner to ever exist!!,5
dcb4e210-c276-4f73-b001-f3e384588e74,Best,5
b7f285be-5c40-4cf2-84ea-43d1b6c12f6f,it's very very helpful and I like it a most,5
a8984def-f391-43c7-a89a-533cabd0a923,:thumbs_up:,5
d8d4d228-4219-497b-a9b1-029c3399a0f0,This app is literally so amazing. I love the animations :beaming_face_with_smiling_eyes:. everything is according to what you like. I like how they ask what our choices are. :bouquet: there are so many things to see in this app I love it so much :red_heart:. I don't usually give my opinions or ratings to other apps but this app is so good. :thumbs_up: I will definitely recommend it :winking_face:. I am really surprised why this app hasn't become a hit :collision:. Anyways this app is brilliant! :grinning_face_with_big_eyes:,5
4169ea70-bcb2-4bda-bce2-4af16db405ce,"Wow! If the Free version is THAT complete, I wonder how great the paid version is!!?? :smiling_face_with_heart-eyes: Thank you so much for this app :red_heart:",5
6f5d43c3-1127-4c0c-9ddb-c899205360ec,It's amazing it did not joke when it said I will be a better version of my self I feel amazing :sparkles:,5
c8263e3f-833a-4489-b850-0e1524dc2935,"It helps keep or get organized especially if you have a lot of stuff like sports and school and even for parents work it is awesome,,",5
fce6c2df-7d3d-4582-a0ab-c4d3618215b8,the best app in the world,5
8e1b4891-5a1e-427b-86cb-a66563ea1b5d,Awsome app love it!!!,5
857308ad-954e-4fb4-9b1e-7cb599a51939,"So far I'm loving this app, it's before for managing life as a single mom working full-time and balance home/work/mom life. :red_heart:",5
f72fbf4d-ac74-4ee6-b096-cb81f409f76b,Very very very good,5
bde533b5-1d16-4a2d-9c59-fe513acd7875,"So easy, less steps.",5
49ad7ca3-3599-41d1-af0c-2b2a4328a034,I love this app it's so cute and good for me and everybody Love this app Differently a need,5
53d78275-8370-480a-943b-5623ebbe003f,"it's too satisfying I really love it , you have a variety of things to do :revolving_hearts::revolving_hearts::two_hearts::two_hearts:",5
fb8fa4e7-12c6-4022-9631-7732c1f80b64,"It's very important to me, my life is organized too much, thank you Me+ Daily Routine Planner:sparkles::red_heart:",5
fc820c83-0ef9-4126-979b-85fb295affe8,super cute! makes me excited and motivated to get into a good routine,5
1535a7dc-2cb6-4006-a373-e357ef758a8a,"I have a very good experience with this, i love using it for my daily routines, i put different emojis, use the hours of the day, display everything in a different colour, it makes everything more lively and it's fascinating I would really like the app more if it had notifications, not for every task, but for me to start my day or start checking off task tht i may have forgotten for this day, it would get me more motivated than ever! PS: it has cool new features, which i adore! Go check them out",5
84cd8340-e499-467a-a40c-62b125979c12,"Simple and quite fun to use, really helped me get on track",5
50966e91-4b2c-4ed2-90ff-a0c605ceef1f,perfect app,5
93880ce3-94d3-42d3-91b6-b4699d87e71c,"Excellant,",5
1debd6ff-16cd-4184-9ef7-a145a3e7c250,great,5
ac05a584-00e3-434f-ac58-d34dc64b2be1,Very awesome,5
99b133a8-f91a-47a5-93ce-da4703e88dd2,The app is really great.,5
b62aac29-3f7b-494b-bdc0-8aeeddf0ea58,"llevo creo que un año o un poco más usándola, por un tiempo olvidaba ponerla en uso, empecé un nuevo proceso de terapia psicológica y me ha ayudado a organizarme y cumplir con mis tareas de la terapia, se me elimini por error ayer y volví a descargarla hoy, me gusta mucho cuando felicita por cumplir las tareas diarias se siente muy bien y me ayuda en el proceso de valorarme a mi misma.",5
62673937-2f33-48ec-bcd5-f5f5c4982c7c,l love this app,5
3013390c-e324-43e5-9a91-3217e16ac7ed,it's so friendly and i can keep my days organized .,5
db95bc28-d24a-43f2-8871-bd1f457a1866,Great!,5
16a881d4-960d-4358-bb23-399d6eacaa23,this is the best app thanks to them :beating_heart::beating_heart::growing_heart:,5
5e60bfc6-6f72-44fa-be20-19fca2b0b88b,awesome,5
97e650bd-3a0e-4081-998a-bb4a86fb5467,nice& gentle thanx again,5
9cd3b014-3cc4-4057-a7dc-c720983f7e3e,Helps Me stay very organized. Have great tips on self care and is overall just a great app to have for your mental health,5
3738916d-9576-4b33-a691-b798efaf9171,I love the app. when I usually download daily planners there are usually many ads but this app has none. I really appreciate this. It is the best app.,5
2ce398b5-53bf-4381-9c8a-2d4e05839d4f,"really good app to schedule time , thanks me+ developers",5
133c7825-0c6c-488b-a867-8f23643665fe,"I have been using this app for a month, and it help me get organized and it's really good.keep up Me+ !",5
9e4f11d6-5de5-4a58-be16-9a5bbbe73297,so helpful,5
dd356adc-bd6a-420f-9fd6-aa9e5a4fcfdc,I lovethuhhhh,5
0d725348-b059-4907-a413-2b7c7f4bcce4,This is an amazing app that allows me to swiftly plan my day out and is so easy to use. Would highly recommend it to anyone looking to efficiently plan their day out as it just makes life so much easier!,5
db324c3a-5c0b-4033-ad42-d39269d7e334,Best App Ever This app changed my life and make me desiplined,5
35daef64-a4af-4fee-91d8-6b99e0e8a183,GET THIS!,5
25edb74f-8168-40c7-b73a-00fc9bf4ed4e,"Best way to be organised & disciplined to be more healthier, happier and productive.",5
c19690f8-0ab7-4b7d-8a93-2d9ca2d90ef8,"Awesome application, they'd got all i need and it's free!!!",5
2eb6febb-8d93-4907-9476-ecb288f331fa,perfect,5
c35667b3-5f06-4537-9da7-d7af137b7e9b,love it very motivational,5
affacb38-6a01-43af-8ed2-1d3dbde1b89c,it's really helped and it's very personalised. I love it,5
aa2620e2-c850-4810-bbf2-28afdd72bd9e,I love it,5
96bc5725-72df-4a1d-859a-dd31fba0c823,Best app..,5
7e289bb5-dfdc-4e09-b468-20d2be8e0a41,perfect to have a place to keep all my notes and reminders on one place. I just started to use it so I'll come back in a month and update you,5
42acfef3-7de9-42fc-9115-0f1904a31a5b,It's very easy to use and doesn't take up storage.,5
1c1afd69-ab40-4f84-9909-79ad6602dfa8,love it I'm wanting to do more things around the house,5
928cfefb-4b10-425e-9c7e-4c95450511b5,I LOVE THIS APP!,5
47a53afd-f368-48c3-9a12-6894b7aac71d,it's the best app for messy people. and who are willing to make a good routine,5
16a54115-14a4-43fa-bc29-4067d77c3fd4,A really good app. It helps me boost my motivation and makes me more productive. I definitely recommend:smiling_face_with_smiling_eyes:,5
468d6810-aba0-4f35-98c7-79a5e34669ed,Great app,5
68d774e6-94c7-40e0-9adf-62a2317ba9d7,좋아요.,5
3e32a5f7-3dca-43ca-96a4-b385ab6d6bb8,so good :smiling_face_with_smiling_eyes:,5
6e7e2720-9e93-4992-8a0a-e1acf9c5ade9,Best ui and planner is awesome,5
